,date,amount,positive_transactions,negative_transactions,balance_per_day,sum_outgoing_next_30_days,sum_income_next_30_days,negative_transaction_last_1_month,positive_transaction_last_1_month,negative_transaction_last_2_month,positive_transaction_last_2_month,negative_transaction_last_3_month,positive_transaction_last_3_month,negative_transaction_last_4_month,positive_transaction_last_4_month,negative_transaction_last_5_month,positive_transaction_last_5_month,negative_transaction_last_6_month,positive_transaction_last_6_month
330,2020-05-26,0.0,0.0,0.0,110.60999999999967,-1796.1,1700.0,-2175.11,2271.11,0.0,0.0,-1199.16,1198.65,-6276.63,6277.0,-5524.34,4289.0,-4257.96,0.0
360,2020-06-25,-109.0,0.0,-109.0,109.00999999999976,-799.3,800.0,-1796.1,1700.0,-2175.11,2271.11,0.0,0.0,-1199.16,1198.65,-6276.63,6277.0,-5524.34,4289.0
390,2020-07-25,0.0,0.0,0.0,150.00999999999982,-2057.37,2056.66,-799.3,800.0,-1796.1,1700.0,-2175.11,2271.11,0.0,0.0,-1199.16,1198.65,-6276.63,6277.0
420,2020-08-24,-50.0,0.0,-50.0,50.0,-1687.0,2399.34,-2057.37,2056.66,-799.3,800.0,-1796.1,1700.0,-2175.11,2271.11,0.0,0.0,-1199.16,1198.65
450,2020-09-23,711.5,726.0,-14.5,0.8400000000000318,-5074.74,4547.9,-1687.0,2399.34,-2057.37,2056.66,-799.3,800.0,-1796.1,1700.0,-2175.11,2271.11,0.0,0.0
480,2020-10-23,0.0,0.0,0.0,300.0,-2567.25,2867.25,-5074.74,4547.9,-1687.0,2399.34,-2057.37,2056.66,-799.3,800.0,-1796.1,1700.0,-2175.11,2271.11
510,2020-11-22,0.0,0.0,0.0,500.0000000000001,-1791.5,1306.0,-2567.25,2867.25,-5074.74,4547.9,-1687.0,2399.34,-2057.37,2056.66,-799.3,800.0,-1796.1,1700.0
540,2020-12-22,0.0,0.0,0.0,356.0000000000001,-1786.0,1950.0,-1791.5,1306.0,-2567.25,2867.25,-5074.74,4547.9,-1687.0,2399.34,-2057.37,2056.66,-799.3,800.0
570,2021-01-21,-50.0,0.0,-50.0,214.0000000000001,-562.9300000000001,399.6,-1786.0,1950.0,-1791.5,1306.0,-2567.25,2867.25,-5074.74,4547.9,-1687.0,2399.34,-2057.37,2056.66
600,2021-02-20,0.0,0.0,0.0,100.67000000000007,-2411.0,3200.0,-562.9300000000001,399.6,-1786.0,1950.0,-1791.5,1306.0,-2567.25,2867.25,-5074.74,4547.9,-1687.0,2399.34
630,2021-03-22,0.0,0.0,0.0,804.1700000000001,-2444.17,1940.0,-2411.0,3200.0,-562.9300000000001,399.6,-1786.0,1950.0,-1791.5,1306.0,-2567.25,2867.25,-5074.74,4547.9
660,2021-04-21,0.0,0.0,0.0,600.0,-1430.0,1150.0,-2444.17,1940.0,-2411.0,3200.0,-562.9300000000001,399.6,-1786.0,1950.0,-1791.5,1306.0,-2567.25,2867.25
690,2021-05-21,-180.0,0.0,-180.0,185.5,-3061.54,3100.0,-1430.0,1150.0,-2444.17,1940.0,-2411.0,3200.0,-562.9300000000001,399.6,-1786.0,1950.0,-1791.5,1306.0
0,2021-01-18,0.0,0.0,0.0,118.31999999999985,-2177.74,2187.82,-2316.96,1484.9,-4045.42,4737.75,-1328.68,1393.83,-663.51,664.03,-22.799999999999997,105.18,-3.56,2.0
30,2021-02-17,20.16,20.16,0.0,0.23999999999970711,-2890.55,2891.6600000000003,-2177.74,2187.82,-2316.96,1484.9,-4045.42,4737.75,-1328.68,1393.83,-663.51,664.03,-22.799999999999997,105.18
60,2021-03-19,-53.9,0.0,-53.9,75.4099999999998,-7422.71,7499.900000000001,-2890.55,2891.6600000000003,-2177.74,2187.82,-2316.96,1484.9,-4045.42,4737.75,-1328.68,1393.83,-663.51,664.03
90,2021-04-18,0.0,0.0,0.0,267.2399999999999,-3205.56,3367.4300000000003,-7422.71,7499.900000000001,-2890.55,2891.6600000000003,-2177.74,2187.82,-2316.96,1484.9,-4045.42,4737.75,-1328.68,1393.83
120,2021-05-18,192.43,260.0,-67.57,68.13999999999999,-1246.96,1206.77,-3205.56,3367.4300000000003,-7422.71,7499.900000000001,-2890.55,2891.6600000000003,-2177.74,2187.82,-2316.96,1484.9,-4045.42,4737.75
0,2020-03-10,3.0,8.0,-5.0,-526.5699999999988,-1192.71,2214.74,-499.96,258.0,-1174.44,1220.65,-649.54,606.28,-366.96999999999997,70.28999999999999,-5467.2699999999995,5117.5,-1058.28,1130.0
30,2020-04-09,700.0,1500.0,-800.0,-201.53999999999883,-2709.16,2400.0,-1192.71,2214.74,-499.96,258.0,-1174.44,1220.65,-649.54,606.28,-366.96999999999997,70.28999999999999,-5467.2699999999995,5117.5
60,2020-05-09,-37.5,0.0,-37.5,226.8000000000012,-1468.25,1760.5,-2709.16,2400.0,-1192.71,2214.74,-499.96,258.0,-1174.44,1220.65,-649.54,606.28,-366.96999999999997,70.28999999999999
90,2020-06-08,-268.6,0.0,-268.6,750.1500000000011,-1175.4099999999999,458.00000000000006,-1468.25,1760.5,-2709.16,2400.0,-1192.71,2214.74,-499.96,258.0,-1174.44,1220.65,-649.54,606.28
120,2020-07-08,-190.5,0.0,-190.5,-45.359999999998934,-1611.74,1791.85,-1175.4099999999999,458.00000000000006,-1468.25,1760.5,-2709.16,2400.0,-1192.71,2214.74,-499.96,258.0,-1174.44,1220.65
150,2020-08-07,-7.52,0.0,-7.52,-48.229999999999094,-1755.0,3000.0,-1611.74,1791.85,-1175.4099999999999,458.00000000000006,-1468.25,1760.5,-2709.16,2400.0,-1192.71,2214.74,-499.96,258.0
180,2020-09-06,0.0,0.0,0.0,1208.250000000001,-2087.14,1270.0,-1755.0,3000.0,-1611.74,1791.85,-1175.4099999999999,458.00000000000006,-1468.25,1760.5,-2709.16,2400.0,-1192.71,2214.74
210,2020-10-06,-80.93,0.0,-80.93,453.04000000000076,-2933.35,2360.0,-2087.14,1270.0,-1755.0,3000.0,-1611.74,1791.85,-1175.4099999999999,458.00000000000006,-1468.25,1760.5,-2709.16,2400.0
240,2020-11-05,-193.43,0.0,-193.43,-7.809999999999405,-1692.94,1704.12,-2933.35,2360.0,-2087.14,1270.0,-1755.0,3000.0,-1611.74,1791.85,-1175.4099999999999,458.00000000000006,-1468.25,1760.5
270,2020-12-05,0.0,0.0,0.0,-167.6499999999995,-3269.3399999999997,3377.5,-1692.94,1704.12,-2933.35,2360.0,-2087.14,1270.0,-1755.0,3000.0,-1611.74,1791.85,-1175.4099999999999,458.00000000000006
300,2021-01-04,-84.88999999999999,100.0,-184.89,2.99000000000062,-4437.699999999999,4393.0,-3269.3399999999997,3377.5,-1692.94,1704.12,-2933.35,2360.0,-2087.14,1270.0,-1755.0,3000.0,-1611.74,1791.85
330,2021-02-03,-28.4,0.0,-28.4,-98.19999999999948,-1469.8899999999999,3548.0,-4437.699999999999,4393.0,-3269.3399999999997,3377.5,-1692.94,1704.12,-2933.35,2360.0,-2087.14,1270.0,-1755.0,3000.0
360,2021-03-05,-218.05,0.0,-218.05,2169.5600000000004,-5353.3099999999995,3216.0,-1469.8899999999999,3548.0,-4437.699999999999,4393.0,-3269.3399999999997,3377.5,-1692.94,1704.12,-2933.35,2360.0,-2087.14,1270.0
390,2021-04-04,-25.0,0.0,-25.0,-160.7999999999998,-3261.7599999999998,3483.64,-5353.3099999999995,3216.0,-1469.8899999999999,3548.0,-4437.699999999999,4393.0,-3269.3399999999997,3377.5,-1692.94,1704.12,-2933.35,2360.0
420,2021-05-04,168.0,168.0,0.0,-131.9199999999996,-3015.39,2686.0,-3261.7599999999998,3483.64,-5353.3099999999995,3216.0,-1469.8899999999999,3548.0,-4437.699999999999,4393.0,-3269.3399999999997,3377.5,-1692.94,1704.12
0,2020-11-18,0.0,0.0,0.0,30447.780000000013,-9147.779999999999,2704.32,-6260.299999999999,12963.65,-6465.400000000001,8100.92,-3304.42,0.0,-15308.859999999999,7838.9,-8144.84,0.0,-7852.04,6733.47
30,2020-12-18,-40.56,0.0,-40.56,23844.880000000012,-11000.37,2719.02,-9147.779999999999,2704.32,-6260.299999999999,12963.65,-6465.400000000001,8100.92,-3304.42,0.0,-15308.859999999999,7838.9,-8144.84,0.0
60,2021-01-17,0.0,0.0,0.0,16522.97,-10263.51,0.0,-11000.37,2719.02,-9147.779999999999,2704.32,-6260.299999999999,12963.65,-6465.400000000001,8100.92,-3304.42,0.0,-15308.859999999999,7838.9
90,2021-02-16,0.0,0.0,0.0,5308.49,-5680.91,2871.2799999999997,-10263.51,0.0,-11000.37,2719.02,-9147.779999999999,2704.32,-6260.299999999999,12963.65,-6465.400000000001,8100.92,-3304.42,0.0
120,2021-03-18,-1557.82,0.0,-1557.82,4007.6499999999996,0.0,4000.0,-5680.91,2871.2799999999997,-10263.51,0.0,-11000.37,2719.02,-9147.779999999999,2704.32,-6260.299999999999,12963.65,-6465.400000000001,8100.92
150,2021-04-17,0.0,0.0,0.0,2449.83,-10.7,0.0,0.0,4000.0,-5680.91,2871.2799999999997,-10263.51,0.0,-11000.37,2719.02,-9147.779999999999,2704.32,-6260.299999999999,12963.65
180,2021-05-17,-10.7,0.0,-10.7,6449.83,-12390.48,6749.26,-10.7,0.0,0.0,4000.0,-5680.91,2871.2799999999997,-10263.51,0.0,-11000.37,2719.02,-9147.779999999999,2704.32
0,2020-08-04,0.0,0.0,0.0,68288.21,-7187.76,0.0,-13184.759999999998,0.0,-8282.05,0.0,-8700.0,0.0,-60.0,0.0,0.0,0.0,-410.8,0.0
30,2020-09-03,0.0,0.0,0.0,59146.25000000001,-8187.76,0.36,-7187.76,0.0,-13184.759999999998,0.0,-8282.05,0.0,-8700.0,0.0,-60.0,0.0,0.0,0.0
60,2020-10-03,0.0,0.0,0.0,51948.05,-4187.76,0.0,-8187.76,0.36,-7187.76,0.0,-13184.759999999998,0.0,-8282.05,0.0,-8700.0,0.0,-60.0,0.0
90,2020-11-02,0.0,0.0,0.0,46771.090000000004,-5323.76,0.0,-4187.76,0.0,-8187.76,0.36,-7187.76,0.0,-13184.759999999998,0.0,-8282.05,0.0,-8700.0,0.0
120,2020-12-02,0.0,0.0,0.0,41447.33,-2787.76,0.0,-5323.76,0.0,-4187.76,0.0,-8187.76,0.36,-7187.76,0.0,-13184.759999999998,0.0,-8282.05,0.0
150,2021-01-01,-10.8,0.0,-10.8,38659.57,-2175.52,0.0,-2787.76,0.0,-5323.76,0.0,-4187.76,0.0,-8187.76,0.36,-7187.76,0.0,-13184.759999999998,0.0
180,2021-01-31,0.0,0.0,0.0,38473.25,-9758.119999999999,0.0,-2175.52,0.0,-2787.76,0.0,-5323.76,0.0,-4187.76,0.0,-8187.76,0.36,-7187.76,0.0
210,2021-03-02,0.0,0.0,0.0,26725.93,-8186.320000000001,0.0,-9758.119999999999,0.0,-2175.52,0.0,-2787.76,0.0,-5323.76,0.0,-4187.76,0.0,-8187.76,0.36
240,2021-04-01,-3010.8,0.0,-3010.8,21539.61,-5186.320000000001,0.0,-8186.320000000001,0.0,-9758.119999999999,0.0,-2175.52,0.0,-2787.76,0.0,-5323.76,0.0,-4187.76,0.0
270,2021-05-01,-10.8,0.0,-10.8,13353.29,-10554.52,0.0,-5186.320000000001,0.0,-8186.320000000001,0.0,-9758.119999999999,0.0,-2175.52,0.0,-2787.76,0.0,-5323.76,0.0
300,2021-05-31,0.0,0.0,0.0,5955.97,-1475.5300000000002,0.0,-10554.52,0.0,-5186.320000000001,0.0,-8186.320000000001,0.0,-9758.119999999999,0.0,-2175.52,0.0,-2787.76,0.0
0,2021-02-17,-241.55,0.0,-241.55,15650.569999999994,-972.86,310.0,-1844.2199999999998,0.0,-8766.25,3692.36,-3750.65,3800.0,-550.78,0.0,-10.8,6.84,-10.8,0.0
30,2021-03-19,0.0,0.0,0.0,14813.159999999994,-1782.3,0.0,-972.86,310.0,-1844.2199999999998,0.0,-8766.25,3692.36,-3750.65,3800.0,-550.78,0.0,-10.8,6.84
60,2021-04-18,0.0,0.0,0.0,12984.659999999994,-1131.5700000000002,10.82,-1782.3,0.0,-972.86,310.0,-1844.2199999999998,0.0,-8766.25,3692.36,-3750.65,3800.0,-550.78,0.0
90,2021-05-18,0.0,0.0,0.0,11862.009999999997,-1000.5699999999999,0.0,-1131.5700000000002,10.82,-1782.3,0.0,-972.86,310.0,-1844.2199999999998,0.0,-8766.25,3692.36,-3750.65,3800.0
0,2020-06-21,0.0,0.0,0.0,1.0231815394945443e-12,-901.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-07-21,0.0,0.0,0.0,1000.000000000001,-3655.3199999999997,4623.17,-901.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2020-08-20,-6.2,0.0,-6.2,1072.9700000000012,-349.99,0.0,-3655.3199999999997,4623.17,-901.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2020-09-19,0.0,0.0,0.0,1046.780000000001,0.0,0.0,-349.99,0.0,-3655.3199999999997,4623.17,-901.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2020-10-19,0.0,0.0,0.0,1046.780000000001,-205.95999999999998,0.0,0.0,0.0,-349.99,0.0,-3655.3199999999997,4623.17,-901.08,0.0,0.0,0.0,0.0,0.0
150,2020-11-18,0.0,0.0,0.0,514.8600000000013,-1.5,1.72,-205.95999999999998,0.0,0.0,0.0,-349.99,0.0,-3655.3199999999997,4623.17,-901.08,0.0,0.0,0.0
180,2020-12-18,1.5,1.5,0.0,509.54000000000127,-5510.13,5884.11,-1.5,1.72,-205.95999999999998,0.0,0.0,0.0,-349.99,0.0,-3655.3199999999997,4623.17,-901.08,0.0
210,2021-01-17,0.0,0.0,0.0,951.0100000000007,-4331.350000000001,4927.780000000001,-5510.13,5884.11,-1.5,1.72,-205.95999999999998,0.0,0.0,0.0,-349.99,0.0,-3655.3199999999997,4623.17
240,2021-02-16,-35.06,0.0,-35.06,1516.510000000001,-5462.79,4482.2699999999995,-4331.350000000001,4927.780000000001,-5510.13,5884.11,-1.5,1.72,-205.95999999999998,0.0,0.0,0.0,-349.99,0.0
270,2021-03-18,-512.79,0.0,-512.79,1013.7200000000012,-7198.040000000001,11183.35,-5462.79,4482.2699999999995,-4331.350000000001,4927.780000000001,-5510.13,5884.11,-1.5,1.72,-205.95999999999998,0.0,0.0,0.0
300,2021-04-17,-179.3,0.0,-179.3,4665.540000000001,-6553.969999999999,2548.08,-7198.040000000001,11183.35,-5462.79,4482.2699999999995,-4331.350000000001,4927.780000000001,-5510.13,5884.11,-1.5,1.72,-205.95999999999998,0.0
330,2021-05-17,-60.0,0.0,-60.0,540.3500000000001,-2465.4999999999995,2306.55,-6553.969999999999,2548.08,-7198.040000000001,11183.35,-5462.79,4482.2699999999995,-4331.350000000001,4927.780000000001,-5510.13,5884.11,-1.5,1.72
0,2020-09-14,0.0,0.0,0.0,54203.32000000001,-7491.48,4.64,-5721.219999999999,1692.0,-7784.470000000001,0.0,-7602.07,0.0,-5861.87,0.0,-6505.81,0.0,-4446.39,3320.0
30,2020-10-14,0.0,0.0,0.0,46968.49000000001,-6814.83,473.03,-7491.48,4.64,-5721.219999999999,1692.0,-7784.470000000001,0.0,-7602.07,0.0,-5861.87,0.0,-6505.81,0.0
60,2020-11-13,473.03,473.03,0.0,39853.66000000001,-7126.41,0.0,-6814.83,473.03,-7491.48,4.64,-5721.219999999999,1692.0,-7784.470000000001,0.0,-7602.07,0.0,-5861.87,0.0
90,2020-12-13,0.0,0.0,0.0,33299.630000000005,-5646.849999999999,0.0,-7126.41,0.0,-6814.83,473.03,-7491.48,4.64,-5721.219999999999,1692.0,-7784.470000000001,0.0,-7602.07,0.0
120,2021-01-12,-196.95,0.0,-196.95,27750.380000000005,-6376.25,0.0,-5646.849999999999,0.0,-7126.41,0.0,-6814.83,473.03,-7491.48,4.64,-5721.219999999999,1692.0,-7784.470000000001,0.0
150,2021-02-11,0.0,0.0,0.0,21276.780000000002,-2680.0,0.0,-6376.25,0.0,-5646.849999999999,0.0,-7126.41,0.0,-6814.83,473.03,-7491.48,4.64,-5721.219999999999,1692.0
180,2021-03-13,0.0,0.0,0.0,18501.679999999997,-2045.19,4200.0,-2680.0,0.0,-6376.25,0.0,-5646.849999999999,0.0,-7126.41,0.0,-6814.83,473.03,-7491.48,4.64
210,2021-04-12,-159.03,0.0,-159.03,20811.02,-12164.48,0.0,-2045.19,4200.0,-2680.0,0.0,-6376.25,0.0,-5646.849999999999,0.0,-7126.41,0.0,-6814.83,473.03
240,2021-05-12,0.0,0.0,0.0,8587.089999999998,-7211.5199999999995,543.0,-12164.48,0.0,-2045.19,4200.0,-2680.0,0.0,-6376.25,0.0,-5646.849999999999,0.0,-7126.41,0.0
0,2021-01-23,0.0,0.0,0.0,54652.34000000001,-8884.550000000001,3193.63,-8923.349999999999,975.0,-17542.759999999995,7627.0,-8662.85,200.0,-6447.45,36.0,-1463.01,1000.0,-298.0,583.0
30,2021-02-22,-500.0,0.0,-500.0,49369.020000000004,-11009.38,259.8,-8884.550000000001,3193.63,-8923.349999999999,975.0,-17542.759999999995,7627.0,-8662.85,200.0,-6447.45,36.0,-1463.01,1000.0
60,2021-03-24,-896.8,0.0,-896.8,39016.24,-14802.81,0.0,-11009.38,259.8,-8884.550000000001,3193.63,-8923.349999999999,975.0,-17542.759999999995,7627.0,-8662.85,200.0,-6447.45,36.0
90,2021-04-23,-208.29999999999998,0.0,-208.29999999999998,23524.929999999997,-23099.87,8100.0,-14802.81,0.0,-11009.38,259.8,-8884.550000000001,3193.63,-8923.349999999999,975.0,-17542.759999999995,7627.0,-8662.85,200.0
120,2021-05-23,-5.3,0.0,-5.3,8322.059999999998,-7244.720000000001,0.0,-23099.87,8100.0,-14802.81,0.0,-11009.38,259.8,-8884.550000000001,3193.63,-8923.349999999999,975.0,-17542.759999999995,7627.0
0,2019-08-24,0.0,0.0,0.0,4.129999999999427,0.0,0.0,0.0,0.0,-22.9,30.58,-326.06,314.53000000000003,-203.60000000000002,206.59,-333.54999999999995,302.49,-536.8800000000001,546.9
30,2019-09-23,0.0,0.0,0.0,4.129999999999427,0.0,0.0,0.0,0.0,0.0,0.0,-22.9,30.58,-326.06,314.53000000000003,-203.60000000000002,206.59,-333.54999999999995,302.49
60,2019-10-23,0.0,0.0,0.0,4.129999999999427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.9,30.58,-326.06,314.53000000000003,-203.60000000000002,206.59
90,2019-11-22,0.0,0.0,0.0,4.129999999999427,-729.3,1075.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.9,30.58,-326.06,314.53000000000003
120,2019-12-22,-26.55,0.0,-26.55,372.5799999999994,-842.1700000000001,496.6,-729.3,1075.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.9,30.58
150,2020-01-21,0.0,0.0,0.0,276.95999999999935,0.0,0.0,-842.1700000000001,496.6,-729.3,1075.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2020-02-20,0.0,0.0,0.0,276.95999999999935,-10.2,389.4,0.0,0.0,-842.1700000000001,496.6,-729.3,1075.2,0.0,0.0,0.0,0.0,0.0,0.0
210,2020-03-21,-10.2,0.0,-10.2,389.85999999999933,-939.75,965.5699999999999,-10.2,389.4,0.0,0.0,-842.1700000000001,496.6,-729.3,1075.2,0.0,0.0,0.0,0.0
240,2020-04-20,0.0,0.0,0.0,0.9099999999993429,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999,-10.2,389.4,0.0,0.0,-842.1700000000001,496.6,-729.3,1075.2,0.0,0.0
270,2020-05-20,-16.47,0.0,-16.47,77.5199999999994,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999,-10.2,389.4,0.0,0.0,-842.1700000000001,496.6,-729.3,1075.2
300,2020-06-19,-48.839999999999996,0.0,-48.839999999999996,864.3699999999994,-1606.33,791.09,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999,-10.2,389.4,0.0,0.0,-842.1700000000001,496.6
330,2020-07-19,-2.0,0.0,-2.0,2.2899999999993526,-2504.3000000000006,2894.9,-1606.33,791.09,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999,-10.2,389.4,0.0,0.0
360,2020-08-18,-45.18,0.0,-45.18,436.06999999999925,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9,-1606.33,791.09,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999,-10.2,389.4
390,2020-09-17,-49.69,0.0,-49.69,418.9299999999994,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9,-1606.33,791.09,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002,-939.75,965.5699999999999
420,2020-10-17,0.0,0.0,0.0,201.44999999999936,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9,-1606.33,791.09,-667.9200000000001,1422.4,-1684.2299999999998,1339.8000000000002
450,2020-11-16,0.0,0.0,0.0,10.55999999999949,-1837.38,2575.8199999999997,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9,-1606.33,791.09,-667.9200000000001,1422.4
480,2020-12-16,138.51,138.51,0.0,601.7399999999998,-1490.9899999999998,938.49,-1837.38,2575.8199999999997,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9,-1606.33,791.09
510,2021-01-15,181.16000000000003,300.85,-119.69,6.5899999999998045,-3138.439999999999,3368.09,-1490.9899999999998,938.49,-1837.38,2575.8199999999997,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999,-2504.3000000000006,2894.9
540,2021-02-14,-30.79,0.0,-30.79,448.19000000000005,-534.06,159.75,-3138.439999999999,3368.09,-1490.9899999999998,938.49,-1837.38,2575.8199999999997,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999,-1681.54,1659.8899999999999
570,2021-03-16,0.0,0.0,0.0,4.819999999999965,-1543.2700000000004,1626.82,-534.06,159.75,-3138.439999999999,3368.09,-1490.9899999999998,938.49,-1837.38,2575.8199999999997,-1685.04,1656.6,-1437.8899999999999,1098.8999999999999
600,2021-04-15,28.400000000000002,55.28,-26.88,98.23999999999994,-1189.83,1142.27,-1543.2700000000004,1626.82,-534.06,159.75,-3138.439999999999,3368.09,-1490.9899999999998,938.49,-1837.38,2575.8199999999997,-1685.04,1656.6
630,2021-05-15,-45.339999999999996,0.0,-45.339999999999996,124.41999999999999,-409.11,411.75,-1189.83,1142.27,-1543.2700000000004,1626.82,-534.06,159.75,-3138.439999999999,3368.09,-1490.9899999999998,938.49,-1837.38,2575.8199999999997
0,2021-01-02,-8.0,0.0,-8.0,390.2899999999995,-6084.759999999999,6937.88,-9266.110000000002,6879.2,-7882.92,8670.0,-5396.150000000001,6522.0,-4206.27,3165.88,-13195.79,12140.55,-5959.5599999999995,7951.35
30,2021-02-01,-1009.61,0.0,-1009.61,2245.0199999999995,-7725.099999999999,7097.24,-6084.759999999999,6937.88,-9266.110000000002,6879.2,-7882.92,8670.0,-5396.150000000001,6522.0,-4206.27,3165.88,-13195.79,12140.55
60,2021-03-03,-25.0,0.0,-25.0,632.5499999999992,-7878.23,8045.629999999999,-7725.099999999999,7097.24,-6084.759999999999,6937.88,-9266.110000000002,6879.2,-7882.92,8670.0,-5396.150000000001,6522.0,-4206.27,3165.88
90,2021-04-02,-42.08,0.0,-42.08,817.0299999999996,-7794.41,10517.489999999998,-7878.23,8045.629999999999,-7725.099999999999,7097.24,-6084.759999999999,6937.88,-9266.110000000002,6879.2,-7882.92,8670.0,-5396.150000000001,6522.0
120,2021-05-02,0.0,0.0,0.0,3808.209999999999,-6225.45,2989.8199999999997,-7794.41,10517.489999999998,-7878.23,8045.629999999999,-7725.099999999999,7097.24,-6084.759999999999,6937.88,-9266.110000000002,6879.2,-7882.92,8670.0
150,2021-06-01,259.76,265.7,-5.9399999999999995,2.6399999999999864,-2856.72,2590.3199999999997,-6225.45,2989.8199999999997,-7794.41,10517.489999999998,-7878.23,8045.629999999999,-7725.099999999999,7097.24,-6084.759999999999,6937.88,-9266.110000000002,6879.2
0,2021-02-27,-68.25,0.0,-68.25,3713.5699999999993,-4532.200000000001,3490.0,-2995.2900000000004,1572.0,-3312.4200000000005,5418.34,-3912.6,5273.7,-4258.94,5494.16,-2705.0099999999998,3036.94,-1498.1299999999997,1486.75
30,2021-03-29,0.0,0.0,0.0,2671.3599999999997,-4114.2699999999995,3429.4,-4532.200000000001,3490.0,-2995.2900000000004,1572.0,-3312.4200000000005,5418.34,-3912.6,5273.7,-4258.94,5494.16,-2705.0099999999998,3036.94
60,2021-04-28,0.0,0.0,0.0,1980.23,-3941.8999999999996,3767.6,-4114.2699999999995,3429.4,-4532.200000000001,3490.0,-2995.2900000000004,1572.0,-3312.4200000000005,5418.34,-3912.6,5273.7,-4258.94,5494.16
90,2021-05-28,-48.21,0.0,-48.21,1792.1599999999996,-3845.5,3085.0,-3941.8999999999996,3767.6,-4114.2699999999995,3429.4,-4532.200000000001,3490.0,-2995.2900000000004,1572.0,-3312.4200000000005,5418.34,-3912.6,5273.7
0,2020-10-06,-4013.5,0.0,-4013.5,111116.16,-604.25,0.0,-8717.48,0.0,-5934.599999999999,2049.59,-10579.84,0.0,-3038.0,0.0,-1837.9800000000002,0.0,-1805.6000000000001,1000.0
30,2020-11-05,0.0,0.0,0.0,106911.93,-15264.369999999999,0.0,-604.25,0.0,-8717.48,0.0,-5934.599999999999,2049.59,-10579.84,0.0,-3038.0,0.0,-1837.9800000000002,0.0
60,2020-12-05,-400.0,0.0,-400.0,91634.04,-10680.210000000001,0.0,-15264.369999999999,0.0,-604.25,0.0,-8717.48,0.0,-5934.599999999999,2049.59,-10579.84,0.0,-3038.0,0.0
90,2021-01-04,-7.99,0.0,-7.99,80561.81999999999,-15015.720000000001,8.18,-10680.210000000001,0.0,-15264.369999999999,0.0,-604.25,0.0,-8717.48,0.0,-5934.599999999999,2049.59,-10579.84,0.0
120,2021-02-03,0.0,0.0,0.0,69546.29,-15201.770000000002,117.3,-15015.720000000001,8.18,-10680.210000000001,0.0,-15264.369999999999,0.0,-604.25,0.0,-8717.48,0.0,-5934.599999999999,2049.59
150,2021-03-05,-121.95,0.0,-121.95,50583.77,-8335.890000000001,0.0,-15201.770000000002,117.3,-15015.720000000001,8.18,-10680.210000000001,0.0,-15264.369999999999,0.0,-604.25,0.0,-8717.48,0.0
180,2021-04-04,0.0,0.0,0.0,42133.92,-17663.27,614.02,-8335.890000000001,0.0,-15201.770000000002,117.3,-15015.720000000001,8.18,-10680.210000000001,0.0,-15264.369999999999,0.0,-604.25,0.0
210,2021-05-04,-1450.13,553.86,-2003.99,26526.809999999998,-10025.22,236.87,-17663.27,614.02,-8335.890000000001,0.0,-15201.770000000002,117.3,-15015.720000000001,8.18,-10680.210000000001,0.0,-15264.369999999999,0.0
0,2020-11-24,-121.39,0.0,-121.39,1297.1299999999997,-9843.43,9938.13,-8770.390000000001,9850.0,-6890.899999999999,6480.9,-6530.3099999999995,6185.0,-9622.710000000001,6650.0,-8563.08,8500.0,-7454.769999999999,8520.0
30,2020-12-24,-135.2,0.0,-135.2,1405.6399999999999,-6254.82,6692.6,-9843.43,9938.13,-8770.390000000001,9850.0,-6890.899999999999,6480.9,-6530.3099999999995,6185.0,-9622.710000000001,6650.0,-8563.08,8500.0
